Province/State,Country/Region,Lat,Long,4/17/20
Texas,US,33.62744998,-96.67753461,19
Texas,US,32.47940482,-94.81591935,50
Texas,US,30.54579585,-95.98902499,10
Texas,US,29.58165339,-97.94786822,53
Texas,US,34.07044901,-101.8268114,11
Texas,US,31.70470573,-98.11083887,5
Texas,US,36.27743284,-101.3545796,1
Texas,US,30.33364686,-94.38931817,69
Texas,US,29.85864939,-95.39339521,4460
Texas,US,32.54935988,-94.36934071,40
Texas,US,30.05669873,-98.02944344,117
Texas,US,35.83764858,-100.2703577,1
Texas,US,32.21128872,-95.85846587,12
Texas,US,26.39418217,-98.18299696,235
Texas,US,31.99045053,-97.13423143,10
Texas,US,33.60771256,-102.3431676,15
Texas,US,32.42990927,-97.83242024,17
Texas,US,33.14875072,-95.56351139,4
Texas,US,32.30621324,-101.4356444,1
Texas,US,33.12351514,-96.08551032,25
Texas,US,35.84006574,-101.3546643,6
Texas,US,33.23377248,-98.17283469,3
Texas,US,28.95472367,-96.57749563,4
Texas,US,30.74685667,-94.02667579,7
Texas,US,29.8832777,-94.16434171,157
Texas,US,27.73103938,-98.0904705,2
Texas,US,32.37877812,-97.36615819,37
Texas,US,32.73997145,-99.87861576,3
Texas,US,28.90705334,-97.85960149,3
Texas,US,32.599141700000004,-96.28734728,38
Texas,US,29.94414155,-98.7113588,14
Texas,US,30.06040006,-99.34930144,4
Texas,US,27.42435506,-97.69894948,5
Texas,US,33.60519951,-99.7422906,1
Texas,US,33.66981763,-95.57404777,7
Texas,US,34.06859623,-102.3516289,2
Texas,US,31.19531316,-98.24206613,2
Texas,US,28.34453111,-99.09908775,1
Texas,US,29.38508402,-96.93186692,4
Texas,US,30.31120597,-96.97045773,2
Texas,US,31.29872538,-95.9936328,5
Texas,US,30.15152688,-94.81205615,25
Texas,US,31.5454767,-96.58095444,11
Texas,US,28.35101362,-98.1246786,3
Texas,US,30.70645047,-98.68475262,3
Texas,US,33.61008596,-101.8204789,401
Texas,US,33.17657705,-101.8162849,5
Texas,US,31.1925468,-99.34682807,3
Texas,US,31.55255453,-97.20217694,76
Texas,US,30.96694679,-95.93003775,1
Texas,US,32.79868409,-94.3566123,3
Texas,US,32.30600051,-101.9513518,2
Texas,US,30.71780434,-99.22629416,1
Texas,US,28.81955746,-96.01230294,51
Texas,US,28.7429195,-100.3157686,12
Texas,US,29.3557301,-99.11030298,15
Texas,US,31.86904128,-102.0315682,41
Texas,US,30.785818300000006,-96.97718698,9
Texas,US,32.30623474,-100.9212058,1
Texas,US,33.67521893,-97.72500958,5
Texas,US,30.30079133,-95.50572772,370
Texas,US,35.83769242,-101.8930281,75
Texas,US,33.11304005,-94.73255695,4
Texas,US,34.07408766,-100.779722,1
Texas,US,31.62017125,-94.61803994,75
Texas,US,32.04620681,-96.47428766,20
Texas,US,30.78548982,-93.74408813,2
Texas,US,27.736286,-97.5433285,87
Texas,US,35.40425596,-102.6027606,3
Texas,US,30.11879481,-93.89412775,50
Texas,US,32.75310985,-98.31319001,7
Texas,US,32.163959600000005,-94.30552481,36
Texas,US,32.77757172,-97.80500621,20
Texas,US,30.78097267,-102.7241261,5
Texas,US,30.79472531,-94.8276624,14
Texas,US,35.40133773,-101.893964,101
Texas,US,32.87109387,-95.79232691,2
Texas,US,34.96585996,-101.8971322,93
Texas,US,33.61886692,-95.04841765,1
Texas,US,31.32323325,-103.6903896,2
Texas,US,35.83809685,-100.813175,1
Texas,US,31.02539637,-96.51272246,2
Texas,US,32.89779518,-96.40771592,39
Texas,US,32.10773545,-94.76176432,27
Texas,US,31.34318809,-93.85440451,1
Texas,US,31.39457611,-94.17000399,14
Texas,US,30.57933681,-95.16260304,10
Texas,US,28.00880118,-97.51763891,8
Texas,US,32.74613808,-100.9162664,2
Texas,US,31.79211404,-94.14550696,53
Texas,US,36.27751473,-101.8933156,6
Texas,US,32.37474036,-95.2717568,112
Texas,US,26.56150059,-98.73892358,7
Texas,US,32.73553157,-98.83631615,1
Texas,US,34.53028891,-101.7349174,4
Texas,US,32.77143818,-97.29101614,1175
Texas,US,32.30163422,-99.89007449,89
Texas,US,33.17402785,-102.3354521,10
Texas,US,33.21339719,-94.96797273,8
Texas,US,31.40464436,-100.462443,41
Texas,US,30.33432034,-97.7853562,1074
Texas,US,31.0879489,-95.1367187,7
Texas,US,30.77031716,-94.37690895,6
Texas,US,32.73706798,-94.93999853,9
Texas,US,29.35739637,-99.76229172,6
Texas,US,29.89149232,-101.1525205,12
Texas,US,32.56483801,-95.83766469,11
Texas,US,28.79780988,-96.96813006,89
Texas,US,30.73872995,-95.57440968,67
Texas,US,30.01058447,-95.99011759,23
Texas,US,30.21498498,-96.40946246,49
Texas,US,27.7610369,-99.33237355,245
Texas,US,29.27765923,-96.22319248,32
Texas,US,33.98842886,-98.7041034,57
Texas,US,34.07945812,-99.24178437,1
Texas,US,26.47411727,-97.61535848,7
Texas,US,30.64655664,-97.6004854,140
Texas,US,29.1732598,-98.08693082,19
Texas,US,31.85008651,-103.0485163,3
Texas,US,33.21570665,-97.65460265,8
Texas,US,32.78722382,-95.38236368,6
Texas,US,33.17659707,-98.68790885,4
Texas,US,27.00156391,-99.16987152,6
Texas,US,28.86617238,-99.76050829,1
Utah,US,41.52106798,-113.0832816,54
Utah,US,40.99001837,-112.1139997,227
Utah,US,40.66616532,-111.9216011,1456
Utah,US,37.62762978,-109.80337140000002,17
Utah,US,40.86688146,-110.9535882,311
Utah,US,40.44862644,-113.1295715,38
Utah,US,40.1166722,-111.6657662,403
Utah,US,40.33110236,-111.1691419,103
Utah,US,37.28003525,-113.504698,74
Utah,US,41.27116049,-111.9145117,110
Vermont,US,44.03217337,-73.14130877,57
Vermont,US,43.03519828,-73.09048868,33
Vermont,US,44.46548598,-72.10314651,10
Vermont,US,44.46322849,-73.08359212,378
Vermont,US,44.72736416,-71.73579864,1
Vermont,US,44.85627605,-72.91249563,88
Vermont,US,44.7975824,-73.29679772,3
Vermont,US,44.60353043,-72.64356694,22
Vermont,US,44.00470222,-72.37640104,5
Vermont,US,44.82964024,-72.24562697,8
Vermont,US,43.57723578,-73.03741676,41
Vermont,US,44.27343241,-72.61604978,30
Vermont,US,42.986982,-72.71268875,60
Vermont,US,43.58010937,-72.58595157,33
Virginia,US,37.76707161,-75.63234615,28
Virginia,US,38.02080697,-78.55481085,56
Virginia,US,37.78636074,-80.00222498,4
Virginia,US,37.34081025,-77.98584649,13
Virginia,US,37.60308293,-79.14548696,10
Virginia,US,37.37569884,-78.81340003,7
Virginia,US,38.8767675,-77.10139853,485
Virginia,US,38.16404586,-79.12461614,19
Virginia,US,37.3080028,-79.5281964,17
Virginia,US,37.55531756,-79.80982182,23
Virginia,US,36.76366949,-77.8593436,10
Virginia,US,37.26818323,-82.03749726,12
Virginia,US,37.57242268,-78.52518834,24
Virginia,US,37.20553386,-79.09678609,9
Virginia,US,38.02679129,-77.34901405,11
Virginia,US,36.73066666,-80.73455942,3
Virginia,US,37.35358063,-77.05634116,10
Virginia,US,37.01909701,-78.66314092,8
Virginia,US,37.37373208,-77.58680140000001,291
Virginia,US,39.11271747,-77.99199425,6
Virginia,US,37.48133648,-80.21072274,2
Virginia,US,38.48199985,-77.95630870000002,32
Virginia,US,37.51328851,-78.24398086,8
Virginia,US,37.07544585,-77.63451754,7
Virginia,US,37.93357639,-76.94230311,2
Virginia,US,38.83677558,-77.27565836,1476
Virginia,US,38.73564842,-77.80647472,35
Virginia,US,36.9302126,-80.36738849,1
Virginia,US,37.84157909,-78.27715475,64
Virginia,US,36.99536167,-79.88023649,15
Virginia,US,39.20172582,-78.25974949,76
Virginia,US,37.31234791,-80.70636931,4
Virginia,US,37.40809042,-76.53524337,20
Virginia,US,37.71714806,-77.90381514,52
Virginia,US,38.29545894,-78.46525378,7
Virginia,US,36.67878901,-77.56351439,18
Virginia,US,36.76654925,-78.93512622,7
Virginia,US,37.7583355,-77.49464673,70
Virginia,US,37.53460572,-77.39326555,532
Virginia,US,36.68542395,-79.87634026,10
Virginia,US,36.90579348,-76.70842863,69
Virginia,US,37.31156958,-76.76950618,138
Virginia,US,37.71044922,-76.88689628,2
Virginia,US,38.26818502,-77.15852768,18
Virginia,US,37.70965316,-77.09384941,2
Virginia,US,37.71889653,-76.46400482,1
Virginia,US,36.70586667,-83.12606515,7
Virginia,US,39.08990083,-77.63481877,385
Virginia,US,37.97850256,-77.96274807,33
Virginia,US,36.94618528,-78.24133319,3
Virginia,US,38.41531222,-78.28220331,8
Virginia,US,37.44164146,-76.34098896,3
Virginia,US,36.67882005,-78.36131056,62
Virginia,US,37.63191998,-76.55064617,3
Virginia,US,37.17746986,-80.37868691,40
Virginia,US,37.78790447,-78.88498513,5
Virginia,US,37.50694406,-76.99828634,17
Virginia,US,37.34062933,-75.87751591,5
Virginia,US,37.89202088,-76.41949732,5
Virginia,US,37.1435975,-78.05065922,5
Virginia,US,38.24530219,-78.01560400000002,19
Virginia,US,38.61807452,-78.48797204,10
Virginia,US,36.81980341,-79.39731264,6
Virginia,US,37.55016038,-77.91267882,7
Virginia,US,37.22554789,-78.43597949,17
Virginia,US,37.18497668,-77.22922187,28
Virginia,US,38.70916224,-77.48713689,644
Virginia,US,37.06474963,-80.71229738,8
Virginia,US,38.68295619,-78.15826963,1
Virginia,US,37.937575,-76.72920628,8
Virginia,US,37.26865804,-80.06396753,20
Virginia,US,37.81204314,-79.44605905,5
Virginia,US,38.51006137,-78.87260325,83
Virginia,US,36.93028320000001,-82.10095486,2
Virginia,US,36.71466456,-82.60171704,3
Virginia,US,38.85905135,-78.56813762,33
Virginia,US,36.84455636,-81.53344948,11
Virginia,US,36.72231125,-77.10642712,7
Virginia,US,38.18574462,-77.655399,69
Virginia,US,38.41758738,-77.45917053,128
Virginia,US,37.11781893,-76.88450012,3
Virginia,US,36.92432914,-77.25791182,11
Virginia,US,37.12191123,-81.56685568,4
Virginia,US,38.90847745,-78.20280433,22
Virginia,US,36.72341572,-81.95666289,28
Virginia,US,38.11021557,-76.80213247,9
Virginia,US,36.9746148,-82.62410519,17
Virginia,US,36.91582035,-81.07834059,8
Virginia,US,37.24374789,-76.54412815,38
Virginia,US,38.814003,-77.08183073,321
Virginia,US,36.6163024,-82.16359122,1
Virginia,US,37.73484642,-79.35296097,5
Virginia,US,38.03527919,-78.48569588,40
Virginia,US,36.67670048,-76.30545744,147
Virginia,US,37.26420587,-77.39609676,19
Virginia,US,37.7824656,-79.98631446,1
Virginia,US,36.58022376,-79.40395668,22
Virginia,US,36.69455571,-77.53406129,7
Virginia,US,38.85157547,-77.29779640000002,2
Virginia,US,36.6831435,-76.93859681,9
Virginia,US,38.2977863,-77.4922454,15
Virginia,US,36.66601852,-80.91703124,1
Virginia,US,37.03513786,-76.35879121,78
Virginia,US,38.43542574,-78.87536254,214
Virginia,US,37.29186313,-77.29754684,14
Virginia,US,37.78258621,-79.44262866,3
Virginia,US,37.40021399,-79.19888138,38
Virginia,US,38.7464321,-77.48509905,72
Virginia,US,38.77058531,-77.44399307,21
Virginia,US,37.08166899,-76.51754109,100
Virginia,US,36.89934014,-76.26420872,108
Virginia,US,37.20530399,-77.39368102,21
Virginia,US,37.14259351,-76.35798148,6
Virginia,US,36.85914825,-76.35971629,63
Virginia,US,37.12222899,-80.56027320000003,1
Virginia,US,37.53255773,-77.47966921,201
Virginia,US,37.27791025,-79.96189766,24
Virginia,US,37.2836193,-80.06219455,6
Virginia,US,38.15965544,-79.05979937,4
Virginia,US,36.70155394,-76.63603554,70
Virginia,US,36.73285734,-76.04566934,265
Virginia,US,38.06451466,-78.90293905,7
Virginia,US,37.28131268,-76.70905141,19
Virginia,US,39.17054517,-78.17325058,22
Washington,US,46.98299757,-118.5601734,40
Washington,US,46.18894415,-117.2022851,11
Washington,US,46.23946995,-119.5120834,295
Washington,US,47.87046092,-120.6173956,66
Washington,US,48.04754642,-123.9226319,15
Washington,US,45.77568046,-122.4829204,277
Washington,US,46.29442881,-117.9051983,1
Washington,US,46.19074721,-122.6782231,26
Washington,US,47.7361335,-119.692937,34
Washington,US,48.471143100000006,-118.5154041,1
Washington,US,46.53351425,-118.9018212,162
Washington,US,47.20753737,-119.4500749,133
Washington,US,47.14003705,-123.7820567,12
Washington,US,48.14713305,-122.5216407,165
Washington,US,47.75003077,-123.56097040000002,28
Washington,US,47.49137892,-121.8346131,4902
Washington,US,47.63479026,-122.6436061,135
Washington,US,47.12521214,-120.679439,14
Washington,US,45.87325839,-120.7913598,16
Washington,US,46.57756476,-122.3925769,19
Washington,US,47.57705241,-118.4194388,2
Washington,US,47.35007586,-123.1863685,21
Washington,US,48.54855019,-119.7387224,15
Washington,US,46.55418369,-123.7285716,1
Washington,US,48.53234021,-117.2741804,2
Washington,US,47.03892768,-122.1405958,1086
Washington,US,48.60182783,-122.96745,13
Washington,US,48.48171488,-121.766131,218
Washington,US,46.02408726,-121.9164403,3
Washington,US,48.04615983,-121.7170703,2056
Washington,US,47.62113146,-117.4046494,298
Washington,US,48.40035475,-117.8542701,7
Washington,US,46.9291895,-122.8290656,89
Washington,US,46.29180039999999,-123.4250831,2
Washington,US,46.23040051,-118.4775539,26
Washington,US,48.82227976,-121.7490018,271
Washington,US,46.90022523,-117.5241763,14
Washington,US,46.45738486,-120.7380126,707
West Virginia,US,39.1307219,-80.00350858,4
West Virginia,US,39.46704621,-78.02414609,106
West Virginia,US,38.01974191,-81.69888019,2
West Virginia,US,38.70036159,-80.72011184,1
West Virginia,US,40.27367263,-80.57915332,3
West Virginia,US,38.42424062,-82.23855912,28
West Virginia,US,38.02974928,-81.08286634,4
West Virginia,US,39.10314817,-79.19440518,1
West Virginia,US,37.9463652,-80.45335881,3
West Virginia,US,39.32103553,-78.60826476,6
West Virginia,US,40.51943859,-80.57461608,7
West Virginia,US,39.00683177,-78.85855301,3
West Virginia,US,39.2853852,-80.37919577,28
West Virginia,US,38.84263974,-81.68148753,40
West Virginia,US,39.30776166,-77.86014147,60
West Virginia,US,38.33860077,-81.52857054,104
West Virginia,US,38.9947249,-80.49988181,2
West Virginia,US,38.172154,-82.07017953,1
West Virginia,US,37.8299889,-81.93528571,8
West Virginia,US,37.38002939,-81.65083669,6
West Virginia,US,39.50984542,-80.24244659,42
West Virginia,US,39.86064362,-80.66591062,8
West Virginia,US,38.77071799,-82.02524219,10
West Virginia,US,37.40481169,-81.11023142,8
West Virginia,US,39.41561583,-78.94104895,8
West Virginia,US,37.73048351,-82.13338365,2
West Virginia,US,39.63218457,-80.04766838,83
West Virginia,US,37.56274716,-80.54577965,2
West Virginia,US,39.55439028,-78.26311676,8
West Virginia,US,38.29617706,-80.79759588,3
West Virginia,US,40.0955451,-80.62203992,22
West Virginia,US,38.68314479,-79.35084086,2
West Virginia,US,39.37091679,-81.16771771,1
West Virginia,US,39.46770987,-79.66712803,6
West Virginia,US,38.50782345,-81.9082131,14
West Virginia,US,37.76936795,-81.2456041,7
West Virginia,US,38.769899,-79.87919615,4
West Virginia,US,38.71622686,-81.35243568,2
West Virginia,US,37.65390597,-80.86009693,1
West Virginia,US,39.33602617,-80.0421439,5
West Virginia,US,39.11240885,-79.57053576,4
West Virginia,US,39.46811972,-80.88772676,3
West Virginia,US,38.89285061,-80.23689136,4
West Virginia,US,38.14901357,-82.42287994,74
West Virginia,US,39.6065771,-80.64016540000001,3
West Virginia,US,39.02775007,-81.37473928,2
West Virginia,US,39.20967886,-81.5162836,29
West Virginia,US,37.612327,-81.54511071,1
Wisconsin,US,43.96974651,-89.76782777,4
Wisconsin,US,46.31956891,-90.67837132,2
Wisconsin,US,45.42372701,-91.84833627,6
Wisconsin,US,46.52868768,-91.19716729,3
Wisconsin,US,44.4526553,-88.00411844,180
Wisconsin,US,44.37835084,-91.75332578,4
Wisconsin,US,44.0816316,-88.21780273,5
Wisconsin,US,45.06939744,-91.28068855,20
Wisconsin,US,44.73483377,-90.61207486,12
Wisconsin,US,43.46492199,-89.33589004,27
Wisconsin,US,43.23870316,-90.93073686,3
Wisconsin,US,43.06601594,-89.41733797,359
Wisconsin,US,43.41576662,-88.70928178,20
Wisconsin,US,44.95856458,-87.30002707,9
Wisconsin,US,46.43222285,-91.91595768,7
Wisconsin,US,44.94562799,-91.8962481,9
Wisconsin,US,44.726614,-91.28609183,22
Wisconsin,US,45.84963535,-88.39804137,2
Wisconsin,US,43.75354908,-88.48885325,61
Wisconsin,US,42.8671731,-90.7063218,13
Wisconsin,US,42.6794956,-89.60243287,9
Wisconsin,US,43.80025981,-89.04679553,1
Wisconsin,US,43.00050278,-90.13469017,6
Wisconsin,US,46.26302338,-90.24295041,2
Wisconsin,US,44.31864893,-90.80566792,11
Wisconsin,US,43.02054068,-88.77529134,27
Wisconsin,US,43.92456975,-90.11120239,7
Wisconsin,US,42.57639354,-88.04051686,218
Wisconsin,US,44.51727459,-87.61468386,8
Wisconsin,US,43.90632465,-91.11451093,25
Wisconsin,US,42.66005229,-90.1317729,3
Wisconsin,US,44.11946801,-87.80928853,5
Wisconsin,US,44.89792533,-89.75863384,16
Wisconsin,US,45.38553432,-88.03324599999998,4
Wisconsin,US,43.81911946,-89.40073763,3
Wisconsin,US,45.00422544,-88.70950714,1
Wisconsin,US,43.00486062,-87.96733172,2013
Wisconsin,US,43.94641218,-90.618819,13
Wisconsin,US,45.02715345,-88.26807503,4
Wisconsin,US,45.70677897,-89.51944105,6
Wisconsin,US,44.41578887,-88.46565023,31
Wisconsin,US,43.38352225,-87.94625009,78
Wisconsin,US,44.71850291,-92.4224416,7
Wisconsin,US,45.46130348,-92.44182875,4
Wisconsin,US,44.47558711,-89.50152965,4
Wisconsin,US,45.68051754,-90.3609888,1
Wisconsin,US,42.74753117,-88.05941254,157
Wisconsin,US,43.3762778,-90.43012729,8
Wisconsin,US,42.67151616,-89.07147900000002,63
Wisconsin,US,45.47498854,-91.1333012,3
Wisconsin,US,45.03437474,-92.45000068,11
Wisconsin,US,43.42574087,-89.94966132,31
Wisconsin,US,45.87931905,-91.14504927,2
Wisconsin,US,44.78902246,-88.76443896,6
Wisconsin,US,43.72099677,-87.94579284,38
Wisconsin,US,44.30360275,-91.35893614,1
Wisconsin,US,46.05467334,-89.51719204,4
Wisconsin,US,42.66858202,-88.54163073,75
Wisconsin,US,45.89838588,-91.79050449,1
Wisconsin,US,43.36863664,-88.22974712,81
Wisconsin,US,43.01833055,-88.30431188,255
Wisconsin,US,44.47068056,-88.96534501,4
Wisconsin,US,44.11324419,-89.24317107,2
Wisconsin,US,44.06886922,-88.64477096,34
Wisconsin,US,44.45537896,-90.04158336,2
Wyoming,US,41.65498705,-105.7235415,6
Wyoming,US,44.52405055,-107.9960365,1
Wyoming,US,44.24886082,-105.5474404,13
Wyoming,US,41.69357844,-106.9326084,4
Wyoming,US,42.97272268,-105.5081848,8
Wyoming,US,44.58855102,-104.5697705,4
Wyoming,US,43.04183996,-108.6296893,45
Wyoming,US,42.08798185,-104.3534743,3
Wyoming,US,43.71930657,-108.4423174,1
Wyoming,US,44.04057166,-106.5845174,11
Wyoming,US,41.30702520000001,-104.6887497,69
Wyoming,US,42.26376367,-110.6563997,5
Wyoming,US,42.96180148,-106.797885,38
Wyoming,US,43.05607708,-104.4758896,1
Wyoming,US,44.52157546,-109.5852825,1
Wyoming,US,44.79048913,-106.8862389,12
Wyoming,US,42.76558279,-109.9130922,1
Wyoming,US,41.65943896,-108.8827882,10
Wyoming,US,43.93522482,-110.5890801,61
Wyoming,US,41.2878183,-110.54757820000002,6
Wyoming,US,43.90451606,-107.68018700000002,5
Massachusetts,US,41.40674725,-70.68763497,21
Missouri,US,39.0997,-94.5786,401
Georgia,US,32.1656221,-82.9000751,780
Hawaii,US,19.8967662,-155.58278180000002,6
Michigan,US,44.3148443,-85.60236429999998,71
Tennessee,US,35.517491299999996,-86.5804473,250
Diamond Princess,US,40.86429589999999,-73.96149140000001,49
Arkansas,US,35.20105,-91.83183340000001,43
Colorado,US,39.55005070000001,-105.78206740000002,96
Connecticut,US,41.60322070000001,-73.087749,495
Delaware,US,38.9108325,-75.52766989999998,22
Florida,US,27.664827399999997,-81.5157535,4
Georgia,US,32.1656221,-82.9000751,255
Hawaii,US,19.8967662,-155.58278180000002,5
Illinois,US,40.6331249,-89.3985283,74
Iowa,US,42.73305373,-93.73515113,1
Kentucky,US,37.839333200000006,-84.2700179,87
Louisiana,US,30.984297700000003,-91.9623327,56
Maine,US,45.253783,-69.4454689,1
Massachusetts,US,42.4072107,-71.3824374,760
Michigan,US,44.3148443,-85.60236429999998,46
Nebraska,US,41.4925374,-99.9018131,92
Nevada,US,39.15509045,-119.7480219,98
New Hampshire,US,43.1938516,-71.5723953,2
New Jersey,US,40.0583238,-74.40566120000001,719
Oklahoma,US,36.42316318,-99.26283045,108
Rhode Island,US,41.5800945,-71.4774291,790
Tennessee,US,35.517491299999996,-86.5804473,209
Vermont,US,44.5588028,-72.57784149999998,10
Washington,US,47.751074100000004,-120.7401385,334
Michigan,US,44.3148443,-85.60236429999998,514
Michigan,US,44.3148443,-85.60236429999998,44
